index,Date,Open,High,Low,Close,Adj Close,Volume,dimension,exponent
33,2018-02-16,155.85000610351562,156.1999969482422,154.9499969482422,155.8000030517578,145.39964294433594,1400079,,
34,2018-02-19,155.64999389648438,155.64999389648438,153.75,154.25,143.95310974121094,616159,,
35,2018-02-20,154.25,159.5500030517578,153.25,159.25,148.61929321289062,1152040,,
36,2018-02-21,158.85000610351562,159.8000030517578,157.14999389648438,159.35000610351562,148.71266174316406,951519,,
37,2018-02-22,157.60000610351562,159.1999969482422,156.64999389648438,157.5500030517578,147.03282165527344,1109392,,
38,2018-02-23,158.25,158.75,156.9499969482422,158.5500030517578,147.96609497070312,785685,,
39,2018-02-26,160.60000610351562,163.14999389648438,159.75,161.5,150.71913146972656,1330102,,
40,2018-02-27,162.5,163.4499969482422,161.10000610351562,162.10000610351562,151.27908325195312,1006083,,
41,2018-02-28,161.64999389648438,162.75,161.3000030517578,161.3000030517578,150.53250122070312,1188455,,
42,2018-03-01,160.8000030517578,160.9499969482422,156.39999389648438,158.5,147.91941833496094,1475960,,
43,2018-03-02,155.75,156.3000030517578,153.5500030517578,154.35000610351562,144.0464324951172,1553439,,
44,2018-03-05,155.0,160.4499969482422,154.85000610351562,159.8000030517578,149.1326141357422,1352942,,
45,2018-03-06,161.60000610351562,163.0,160.75,162.35000610351562,151.51235961914062,1528316,,
46,2018-03-07,162.0,165.9499969482422,161.14999389648438,165.64999389648438,154.5920867919922,1624127,,
47,2018-03-08,166.4499969482422,167.6999969482422,165.6999969482422,167.0500030517578,155.898681640625,1209107,,
48,2018-03-09,166.60000610351562,169.4499969482422,166.3000030517578,169.1999969482422,157.90513610839844,1266319,,
49,2018-03-12,171.0,172.8000030517578,169.5500030517578,171.89999389648438,160.42489624023438,1348386,,
50,2018-03-13,171.60000610351562,172.60000610351562,168.60000610351562,169.5500030517578,158.23175048828125,1553804,,
51,2018-03-14,168.35000610351562,171.9499969482422,168.35000610351562,170.10000610351562,158.74505615234375,1218442,,
52,2018-03-15,171.75,174.5500030517578,171.5,173.64999389648438,162.0580596923828,1608303,,
53,2018-03-16,173.5500030517578,174.85000610351562,172.9499969482422,174.1999969482422,162.57131958007812,7761319,,
54,2018-03-19,174.1999969482422,174.35000610351562,170.64999389648438,171.4499969482422,160.0049285888672,1427831,,
55,2018-03-20,171.4499969482422,174.4499969482422,170.5500030517578,173.64999389648438,162.0580596923828,1266021,,
56,2018-03-21,173.5,175.25,173.3000030517578,174.3000030517578,162.66468811035156,1149703,,
57,2018-03-22,173.0500030517578,175.0500030517578,167.25,169.10000610351562,157.8118133544922,1764292,,
58,2018-03-23,166.60000610351562,167.14999389648438,162.4499969482422,163.5,152.5856170654297,1901342,,
59,2018-03-26,164.0,166.0,162.39999389648438,163.39999389648438,152.4922637939453,1318163,,
60,2018-03-27,168.35000610351562,169.0,166.10000610351562,166.60000610351562,155.47866821289062,1331769,,
61,2018-03-28,162.0,162.89999389648438,156.5500030517578,159.0500030517578,148.4326934814453,2528586,,
62,2018-03-29,160.0,161.10000610351562,157.3000030517578,160.14999389648438,149.45924377441406,1448405,,
63,2018-04-03,157.85000610351562,162.89999389648438,157.1999969482422,162.3000030517578,151.4657440185547,1538232,,
64,2018-04-04,162.0,162.10000610351562,155.5,157.0,146.51951599121094,1901451,,
65,2018-04-05,162.5,164.3000030517578,161.1999969482422,164.0,153.05227661132812,1465876,,
66,2018-04-06,161.5,161.75,160.0,161.1999969482422,150.43914794921875,1357591,,
67,2018-04-09,160.25,162.75,159.85000610351562,162.75,151.88568115234375,893307,,
68,2018-04-10,164.0,166.1999969482422,163.60000610351562,165.5500030517578,154.498779296875,1140339,,
69,2018-04-11,165.9499969482422,167.0,163.5500030517578,165.8000030517578,154.73208618164062,934413,,
70,2018-04-12,165.6999969482422,168.39999389648438,165.10000610351562,167.64999389648438,156.45860290527344,1339495,,
71,2018-04-13,167.14999389648438,167.5,165.89999389648438,167.5,156.31861877441406,1076193,,
72,2018-04-16,167.60000610351562,169.60000610351562,166.25,166.3000030517578,155.19869995117188,909472,,
73,2018-04-17,167.6999969482422,170.0,167.39999389648438,169.75,158.41844177246094,1407237,,
74,2018-04-18,167.0,172.8000030517578,163.85000610351562,166.25,155.1520233154297,2181983,,
75,2018-04-19,166.5500030517578,166.75,159.89999389648438,160.75,150.0191650390625,1709868,,
76,2018-04-20,158.0,160.14999389648438,156.75,158.0500030517578,147.49942016601562,2481488,,
77,2018-04-23,157.64999389648438,159.89999389648438,156.8000030517578,159.89999389648438,149.22596740722656,1145204,,
78,2018-04-24,156.6999969482422,161.25,156.39999389648438,159.9499969482422,149.2725830078125,1275989,,
79,2018-04-25,159.0,159.9499969482422,156.1999969482422,158.60000610351562,148.01272583007812,1520199,,
80,2018-04-26,158.5500030517578,161.14999389648438,158.25,160.6999969482422,149.9725341796875,1244332,,
81,2018-04-27,160.85000610351562,161.9499969482422,158.14999389648438,159.25,149.9254608154297,1249901,,
82,2018-04-30,158.60000610351562,158.60000610351562,156.39999389648438,157.5,148.27793884277344,1237468,,
83,2018-05-02,158.5,160.39999389648438,158.5,159.75,150.3961944580078,1500856,,
84,2018-05-03,160.0,160.89999389648438,159.14999389648438,159.5,150.1608428955078,1286339,,
85,2018-05-04,160.89999389648438,162.0500030517578,159.75,161.60000610351562,152.13787841796875,1181667,,
86,2018-05-07,163.10000610351562,164.1999969482422,162.60000610351562,163.1999969482422,153.64418029785156,858318,,
87,2018-05-08,163.1999969482422,163.4499969482422,161.89999389648438,162.8000030517578,153.26759338378906,839336,,
88,2018-05-09,162.8000030517578,165.60000610351562,162.64999389648438,165.60000610351562,155.90365600585938,880754,,
89,2018-05-10,166.10000610351562,167.75,166.10000610351562,167.3000030517578,157.50413513183594,778826,,
90,2018-05-11,167.6999969482422,168.89999389648438,166.60000610351562,167.25,157.45704650878906,789758,,
91,2018-05-14,167.35000610351562,169.5,167.0,169.25,159.33995056152344,781788,,
92,2018-05-15,169.0,170.5,168.14999389648438,169.10000610351562,159.19874572753906,1262417,,
93,2018-05-16,168.8000030517578,171.1999969482422,168.4499969482422,171.0,160.98745727539062,961942,,
94,2018-05-17,171.0,173.14999389648438,170.64999389648438,173.14999389648438,163.01156616210938,1009423,,
95,2018-05-18,171.8000030517578,172.60000610351562,167.0,169.1999969482422,159.29287719726562,2041423,,
96,2018-05-21,169.89999389648438,172.14999389648438,169.3000030517578,171.0500030517578,161.03457641601562,715206,,
97,2018-05-22,171.5,172.85000610351562,171.14999389648438,172.0500030517578,161.97601318359375,878276,,
98,2018-05-23,171.6999969482422,171.75,168.89999389648438,170.10000610351562,160.1401824951172,1087709,,
99,2018-05-24,170.35000610351562,173.10000610351562,169.39999389648438,170.1999969482422,160.2343292236328,1016664,,
100,2018-05-25,172.0500030517578,172.60000610351562,170.3000030517578,172.14999389648438,162.07015991210938,1176849,,
101,2018-05-28,173.4499969482422,174.0,170.35000610351562,170.9499969482422,160.94039916992188,633201,,
102,2018-05-29,170.4499969482422,171.39999389648438,168.8000030517578,169.85000610351562,159.9048309326172,1353387,,
103,2018-05-30,169.75,170.6999969482422,168.5500030517578,169.6999969482422,159.76361083984375,1046319,,
104,2018-05-31,170.35000610351562,170.6999969482422,167.39999389648438,167.39999389648438,157.5982666015625,3367764,,
105,2018-06-01,168.85000610351562,172.0500030517578,168.4499969482422,172.0500030517578,161.97601318359375,1212136,,
106,2018-06-04,173.4499969482422,174.39999389648438,172.64999389648438,173.1999969482422,163.05862426757812,926873,,
107,2018-06-05,174.5,181.4499969482422,174.14999389648438,178.3000030517578,167.86007690429688,1917082,,
108,2018-06-06,179.0500030517578,181.10000610351562,177.5500030517578,180.0,169.46051025390625,1210832,,
109,2018-06-07,181.0,181.75,176.1999969482422,177.3000030517578,166.9185791015625,1228550,,
110,2018-06-08,176.39999389648438,176.89999389648438,174.35000610351562,175.64999389648438,165.3651885986328,1120397,,
111,2018-06-11,176.5,178.60000610351562,176.0500030517578,178.0,167.57760620117188,988799,,
112,2018-06-12,179.4499969482422,179.6999969482422,175.85000610351562,177.39999389648438,167.01272583007812,1140433,,
113,2018-06-13,179.5,182.60000610351562,179.0,182.1999969482422,171.5316619873047,1372058,,
114,2018-06-14,181.5,186.10000610351562,180.85000610351562,185.60000610351562,174.7326202392578,1247965,,
115,2018-06-15,186.60000610351562,188.85000610351562,184.14999389648438,184.14999389648438,173.36749267578125,1984269,,
116,2018-06-18,183.6999969482422,183.9499969482422,179.75,181.8000030517578,171.1551055908203,1187508,,
117,2018-06-19,177.8000030517578,178.14999389648438,174.5,176.75,166.40078735351562,1457886,,
118,2018-06-20,178.1999969482422,179.0,176.64999389648438,177.35000610351562,166.96568298339844,1052048,,
119,2018-06-21,179.0,179.60000610351562,175.14999389648438,176.8000030517578,166.44786071777344,1194464,1.7968324504820818,0.20316754951791818
120,2018-06-22,177.5,178.75,175.64999389648438,177.35000610351562,166.96568298339844,1144290,1.7954017368503576,0.20459826314964238
121,2018-06-25,176.0,176.64999389648438,168.39999389648438,168.39999389648438,158.5397186279297,1062580,1.793108403270913,0.20689159672908702
122,2018-06-26,170.0,172.25,169.4499969482422,169.60000610351562,159.66944885253906,1120961,1.7923682394006126,0.20763176059938737
123,2018-06-27,170.39999389648438,172.6999969482422,168.0500030517578,170.75,160.7521209716797,1061002,1.7930620604716772,0.2069379395283229
124,2018-06-28,169.0,170.6999969482422,164.39999389648438,165.8000030517578,156.09197998046875,1358323,1.7931295680521517,0.2068704319478482
125,2018-06-29,170.0,171.5,169.10000610351562,169.6999969482422,159.76361083984375,1439273,1.7925299520837403,0.20747004791625961
126,2018-07-02,166.39999389648438,169.10000610351562,165.5500030517578,166.64999389648438,156.8921661376953,1202139,1.7964436432043431,0.20355635679565698
127,2018-07-03,168.39999389648438,168.75,164.89999389648438,167.0,157.2216796875,948942,1.788699768274631,0.21130023172536902
128,2018-07-04,165.25,165.9499969482422,163.14999389648438,164.89999389648438,155.24464416503906,727794,1.7909064786270836,0.20909352137291637
129,2018-07-05,163.5,167.64999389648438,163.5,166.9499969482422,157.17462158203125,1013537,1.7909770076919664,0.20902299230803356
130,2018-07-06,168.0,168.0,164.3000030517578,167.0500030517578,157.26878356933594,1089507,1.7883128886687776,0.21168711133122248
131,2018-07-09,168.39999389648438,171.3000030517578,168.0500030517578,168.8000030517578,158.91627502441406,1039204,1.786723186774259,0.2132768132257411
132,2018-07-10,169.60000610351562,171.35000610351562,169.0500030517578,170.5,160.5167999267578,826989,1.7863766439519062,0.21362335604809385
133,2018-07-11,168.0500030517578,169.25,167.0500030517578,167.10000610351562,157.3158721923828,1077184,1.7865535804607882,0.2134464195392119
134,2018-07-12,167.5,170.0,166.64999389648438,170.0,160.0460205078125,772353,1.7858962514311554,0.2141037485688447
135,2018-07-13,171.25,173.4499969482422,170.5500030517578,170.9499969482422,160.94039916992188,1025806,1.7835073760036368,0.21649262399636304
136,2018-07-16,171.5,172.0500030517578,170.10000610351562,171.10000610351562,161.08160400390625,799513,1.780146964968985,0.21985303503101497
137,2018-07-17,170.85000610351562,172.6999969482422,169.1999969482422,172.0500030517578,161.97601318359375,1006350,1.7802969756676086,0.2197030243323915
138,2018-07-18,182.35000610351562,187.39999389648438,179.39999389648438,186.0500030517578,175.15626525878906,2960327,1.7794261846491886,0.2205738153508114
139,2018-07-19,187.0,187.85000610351562,184.25,186.0,175.1091766357422,1207868,1.7762549809280888,0.22374501907191136
140,2018-07-20,185.10000610351562,189.10000610351562,183.1999969482422,188.4499969482422,177.41571044921875,1763768,1.7685310730521624,0.23146892694783766
141,2018-07-23,188.39999389648438,188.39999389648438,185.4499969482422,187.39999389648438,176.4272003173828,736637,1.768054732290862,0.23194526770913798
142,2018-07-24,189.25,189.5,186.0,186.10000610351562,175.20330810546875,987811,1.7543681226487684,0.2456318773512316
143,2018-07-25,184.4499969482422,184.85000610351562,183.0500030517578,184.5500030517578,173.74411010742188,1593068,1.7515571513048052,0.24844284869519473
144,2018-07-26,185.60000610351562,186.60000610351562,183.85000610351562,185.1999969482422,174.3560333251953,1201791,1.7515536121769448,0.24844638782305523
145,2018-07-27,185.1999969482422,186.6999969482422,184.75,185.89999389648438,175.01504516601562,819576,1.7371843522772292,0.2628156477227709
146,2018-07-30,183.5,185.4499969482422,183.0500030517578,184.10000610351562,173.3204345703125,877454,1.7369923550026105,0.26300764499738954
147,2018-07-31,184.35000610351562,184.8000030517578,183.0,183.5,172.7555694580078,1062849,1.7292625432607815,0.2707374567392184
148,2018-08-01,184.10000610351562,185.0,182.8000030517578,183.75,172.9908905029297,937161,1.7264622333551678,0.2735377666448321
149,2018-08-02,182.10000610351562,184.60000610351562,181.5,184.5,173.69703674316406,1102659,1.7270024021724302,0.27299759782756977
150,2018-08-03,185.25,187.1999969482422,183.5,183.85000610351562,173.08506774902344,840126,1.7197786425888855,0.28022135741111454
151,2018-08-06,184.8000030517578,185.4499969482422,183.64999389648438,184.5500030517578,173.74411010742188,794259,1.7137776063348154,0.28622239366518465
152,2018-08-07,185.60000610351562,185.89999389648438,184.35000610351562,184.75,173.932373046875,709996,1.7029718170904982,0.29702818290950195
153,2018-08-08,184.5,185.5500030517578,183.64999389648438,184.64999389648438,173.83824157714844,689834,1.708075814461744,0.291924185538256
154,2018-08-09,183.89999389648438,184.64999389648438,183.0,183.0,172.2848358154297,825646,1.700103282044973,0.29989671795502687
155,2018-08-10,180.6999969482422,181.8000030517578,178.64999389648438,179.1999969482422,168.70733642578125,1487699,1.6873094990581352,0.31269050094186485
156,2018-08-13,178.6999969482422,180.35000610351562,177.5,180.0500030517578,169.50759887695312,895376,1.6834710996919355,0.31652890030806446
157,2018-08-14,180.89999389648438,182.60000610351562,180.5,180.9499969482422,170.3548583984375,867966,1.679874335894849,0.32012566410515103
158,2018-08-15,181.0,181.77999877929688,173.60000610351562,174.0399932861328,163.84942626953125,1336517,1.680144995521203,0.3198550044787969
159,2018-08-16,175.5,175.94000244140625,173.60000610351562,173.89999389648438,163.71768188476562,1021286,1.6732041991665938,0.3267958008334062
160,2018-08-17,172.33999633789062,172.77999877929688,170.0,171.67999267578125,161.62765502929688,1324125,1.6689319969428924,0.3310680030571075
161,2018-08-20,172.72000122070312,174.67999267578125,172.33999633789062,173.27999877929688,163.13394165039062,782519,1.6662531496606157,0.3337468503393842
162,2018-08-21,173.39999389648438,174.24000549316406,173.1999969482422,173.52000427246094,163.3599090576172,789928,1.6576577261445766,0.3423422738554234
163,2018-08-22,173.22000122070312,173.8000030517578,171.82000732421875,172.8800048828125,162.75738525390625,911805,1.6576894801970223,0.34231051980297766
164,2018-08-23,173.4600067138672,174.83999633789062,173.16000366210938,173.3000030517578,163.1527862548828,747696,1.6510977173628518,0.3489022826371482
165,2018-08-24,173.66000366210938,174.97999572753906,173.33999633789062,174.39999389648438,164.18838500976562,767543,1.6509234297016402,0.34907657029835976
166,2018-08-27,175.5399932861328,178.3800048828125,175.3800048828125,178.02000427246094,167.59645080566406,822870,1.6445428457849651,0.3554571542150349
167,2018-08-28,178.3000030517578,179.27999877929688,175.82000732421875,175.82000732421875,165.52525329589844,1105882,1.6416288230387475,0.3583711769612526
168,2018-08-29,176.32000732421875,177.3800048828125,175.16000366210938,177.10000610351562,166.73031616210938,920507,1.6373934848412974,0.3626065151587025
169,2018-08-30,177.1199951171875,177.4199981689453,175.5399932861328,176.6999969482422,166.3537139892578,889335,1.6429194436474948,0.35708055635250524
170,2018-08-31,175.63999938964844,176.10000610351562,174.82000732421875,175.66000366210938,165.3746337890625,417584,1.6327160053085168,0.36728399469148315
171,2018-09-03,176.5,178.72000122070312,174.82000732421875,177.3800048828125,166.99392700195312,851043,1.634218481959194,0.36578151804080583
172,2018-09-04,178.0,178.4600067138672,171.3000030517578,171.6999969482422,161.646484375,1521069,1.6255397124781217,0.3744602875218783
173,2018-09-05,171.0,172.1999969482422,167.27999877929688,167.32000732421875,157.52293395996094,1749163,1.6265668864010554,0.3734331135989446
174,2018-09-06,165.97999572753906,166.66000366210938,158.72000122070312,159.66000366210938,150.3114776611328,2531932,1.6252397812988693,0.37476021870113063
175,2018-09-07,158.75999450683594,159.02000427246094,155.1999969482422,159.02000427246094,149.70895385742188,2212857,1.619774444542701,0.38022555545729897
176,2018-09-10,157.25999450683594,162.55999755859375,157.22000122070312,160.1999969482422,150.81983947753906,1935792,1.6129722701988334,0.38702772980116656
177,2018-09-11,161.25999450683594,161.6199951171875,156.55999755859375,157.77999877929688,148.54153442382812,1465895,1.615334069148237,0.38466593085176304
178,2018-09-12,158.27999877929688,158.3000030517578,148.5800018310547,151.83999633789062,142.94937133789062,3140330,1.6131027767353288,0.3868972232646712
179,2018-09-13,152.44000244140625,157.27999877929688,151.66000366210938,156.39999389648438,147.24237060546875,2521846,1.6113476602579837,0.3886523397420162
180,2018-09-14,158.17999267578125,158.8000030517578,156.8000030517578,157.3800048828125,148.16497802734375,1663925,1.6096379462178259,0.3903620537821742
181,2018-09-17,157.6999969482422,158.5,156.52000427246094,157.5800018310547,148.35328674316406,1410782,1.6205432500096664,0.3794567499903335
182,2018-09-18,157.5800018310547,160.25999450683594,156.17999267578125,160.25999450683594,150.87632751464844,1620462,1.6143164988153802,0.3856835011846197
183,2018-09-19,160.8800048828125,161.32000732421875,159.67999267578125,161.0399932861328,151.6106719970703,1399815,1.6074223354169148,0.3925776645830852
184,2018-09-20,162.17999267578125,163.3800048828125,160.52000427246094,161.9199981689453,152.43914794921875,1690994,1.6090939709033785,0.3909060290966215
185,2018-09-21,163.10000610351562,163.10000610351562,159.9600067138672,161.67999267578125,152.2132110595703,2572957,1.6081127408059392,0.3918872591940608
186,2018-09-24,160.6199951171875,162.3800048828125,160.0,162.13999938964844,152.64625549316406,920248,1.6131885044110321,0.386811495588968
187,2018-09-25,162.82000732421875,164.16000366210938,161.27999877929688,162.25999450683594,152.75921630859375,1072883,1.612575889497451,0.38742411050254916
188,2018-09-26,162.47999572753906,162.83999633789062,159.1199951171875,161.5399932861328,152.08139038085938,1277919,1.616752681620219,0.3832473183797811
189,2018-09-27,160.83999633789062,162.44000244140625,159.66000366210938,162.44000244140625,152.92868041992188,1014466,1.6200616356247883,0.37993836437521167
190,2018-09-28,162.0,163.17999267578125,159.17999267578125,160.89999389648438,151.4788818359375,1528663,1.6135857518964953,0.38641424810350455
191,2018-10-01,162.5,165.89999389648438,162.0800018310547,164.89999389648438,155.24464416503906,1043146,1.6210542181563996,0.3789457818436005
192,2018-10-02,163.55999755859375,166.4199981689453,161.8000030517578,165.72000122070312,156.0166015625,1146932,1.6154361811866806,0.38456381881331947
193,2018-10-03,166.5800018310547,166.75999450683594,164.67999267578125,164.8800048828125,155.225830078125,872840,1.6180300378325776,0.3819699621674223
194,2018-10-04,165.4600067138672,166.0,161.6999969482422,162.8000030517578,153.26759338378906,1214285,1.6228526619648043,0.3771473380351957
195,2018-10-05,162.9199981689453,162.94000244140625,159.16000366210938,160.25999450683594,150.87632751464844,1266483,1.6229322155499117,0.3770677844500884
196,2018-10-08,159.86000061035156,160.02000427246094,157.44000244140625,157.74000549316406,148.50392150878906,1120827,1.625959387548713,0.374040612451287
197,2018-10-09,158.6199951171875,159.82000732421875,155.0399932861328,159.1199951171875,149.8030548095703,1175660,1.6310354886000369,0.36896451139996306
198,2018-10-10,158.60000610351562,158.60000610351562,150.0399932861328,150.36000061035156,141.55604553222656,2257935,1.6248621322054602,0.3751378677945397
199,2018-10-11,144.22000122070312,155.67999267578125,140.33999633789062,150.0,141.217041015625,3207614,1.6323463033475711,0.36765369665242886
200,2018-10-12,157.13999938964844,157.13999938964844,148.75999450683594,149.3800048828125,140.6333465576172,2135748,1.6294510171811973,0.37054898281880255
201,2018-10-15,149.77999877929688,150.60000610351562,147.13999938964844,150.17999267578125,141.3865203857422,1356426,1.636085083222379,0.36391491677762094
202,2018-10-16,150.0,155.25999450683594,149.5399932861328,155.0,145.92433166503906,1571398,1.637817191664195,0.36218280833580496
203,2018-10-17,164.5,166.16000366210938,159.82000732421875,160.3800048828125,150.9893035888672,3173648,1.6405801495874002,0.3594198504125997
204,2018-10-18,158.5800018310547,160.13999938964844,155.32000732421875,155.32000732421875,146.22560119628906,1788881,1.647264958968688,0.3527350410313119
205,2018-10-19,156.24000549316406,157.75999450683594,152.55999755859375,153.82000732421875,144.81344604492188,2187478,1.6404122995594057,0.35958770044059424
206,2018-10-22,155.39999389648438,157.0,151.86000061035156,152.77999877929688,143.83432006835938,1248756,1.6407249288161012,0.3592750711838988
207,2018-10-23,149.9600067138672,150.10000610351562,143.63999938964844,147.86000061035156,139.20236206054688,2709561,1.643603524110339,0.3563964758896609
208,2018-10-24,148.72000122070312,149.66000366210938,142.0399932861328,142.4600067138672,134.1185760498047,2510631,1.6472383309772025,0.3527616690227975
209,2018-10-25,139.10000610351562,148.0,138.25999450683594,147.52000427246094,138.88230895996094,2162234,1.6469406727946667,0.35305932720533323
210,2018-10-26,146.5399932861328,146.5399932861328,142.63999938964844,145.9600067138672,137.4136199951172,2234011,1.6493557680706692,0.3506442319293308
211,2018-10-29,147.0,149.86000061035156,145.16000366210938,145.22000122070312,136.71697998046875,1259575,1.6492060001815858,0.35079399981841414
212,2018-10-30,145.9199981689453,148.9199981689453,144.6199951171875,147.74000549316406,139.08941650390625,2018426,1.6517663905665438,0.34823360943345605
213,2018-10-31,149.0,152.22000122070312,148.72000122070312,150.9199981689453,142.083251953125,2122032,1.6621286188034536,0.33787138119654636
214,2018-11-01,152.5,152.67999267578125,148.86000061035156,151.9600067138672,143.06234741210938,1871232,1.6598153019359247,0.34018469806407514
215,2018-11-02,155.0,158.10000610351562,152.22000122070312,152.89999389648438,143.94729614257812,2057043,1.6598416570649033,0.3401583429350968
216,2018-11-05,153.0,153.25999450683594,148.8000030517578,150.27999877929688,141.4806671142578,1319378,1.6651507729881105,0.33484922701188957
217,2018-11-06,151.6199951171875,155.55999755859375,149.0800018310547,154.47999572753906,145.43475341796875,1784185,1.663094792570681,0.33690520742931906
218,2018-11-07,154.47999572753906,156.0,153.3800048828125,154.74000549316406,145.67953491210938,1721647,1.666273825258887,0.3337261747411132
219,2018-11-08,159.0,159.24000549316406,152.82000732421875,153.63999938964844,144.6439666748047,2011603,1.6705175881529952,0.3294824118470047
220,2018-11-09,152.66000366210938,152.97999572753906,150.5399932861328,152.22000122070312,143.30706787109375,1593001,1.6698958246703546,0.3301041753296454
221,2018-11-12,155.25999450683594,155.6199951171875,148.24000549316406,148.89999389648438,140.18148803710938,1945673,1.6747598459715252,0.32524015402847495
222,2018-11-13,150.39999389648438,153.83999633789062,149.4600067138672,153.16000366210938,144.19204711914062,1616497,1.674012887771929,0.32598711222807103
223,2018-11-14,151.02000427246094,154.24000549316406,149.02000427246094,153.02000427246094,144.06027221679688,1523510,1.67583664481361,0.32416335518639006
224,2018-11-15,153.0,153.33999633789062,149.47999572753906,152.3000030517578,143.38243103027344,1859463,1.6828474853506474,0.3171525146493525
225,2018-11-16,152.9600067138672,153.36000061035156,147.4600067138672,147.74000549316406,139.08941650390625,3021457,1.6817763618193557,0.31822363818064425
226,2018-11-19,148.5399932861328,150.47999572753906,143.8000030517578,143.9600067138672,135.53074645996094,1704676,1.6906146778368736,0.3093853221631265
227,2018-11-20,141.5,142.5800018310547,136.27999877929688,141.27999877929688,133.00762939453125,2904959,1.6868664054071587,0.3131335945928412
228,2018-11-21,144.0,146.05999755859375,142.72000122070312,145.3000030517578,136.7922821044922,2044635,1.6896883788015271,0.31031162119847294
229,2018-11-22,144.3000030517578,144.52000427246094,142.33999633789062,142.74000549316406,134.3822021484375,977063,1.6982862917074395,0.3017137082925605
230,2018-11-23,144.0,144.97999572753906,142.33999633789062,144.5,136.0391082763672,1229309,1.6948590532274288,0.3051409467725713
231,2018-11-26,147.0,148.75999450683594,144.6999969482422,146.66000366210938,138.07266235351562,1715642,1.6949971862734226,0.3050028137265775
232,2018-11-27,147.5,148.9199981689453,146.17999267578125,148.5800018310547,139.88023376464844,1444513,1.6969521998244004,0.3030478001755997
233,2018-11-28,149.17999267578125,151.5399932861328,148.47999572753906,149.86000061035156,141.0852813720703,1450366,1.7124770406755507,0.2875229593244493
234,2018-11-29,152.67999267578125,153.27999877929688,150.17999267578125,151.24000549316406,142.38446044921875,1647261,1.715210788968,0.2847892110320001
